PassengerId,Age,Fare,Sex,ttl,fgrp,famsize,Ticket,Pclass,Embarked,Survived,pp_0,pp_1
902,3.126059876923826,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
914,3.0848915236665495,3.4557897281879213,1,2,0,0,0,0,1,1,0.18029039984971268,0.8197096001502873
921,2.8873225911407534,3.0763532755216065,0,1,3,2,22,2,0,0,0.8369888141728653,0.16301118582713472
925,1.9970996150094842,1.7685761337723978,1,2,5,3,193,2,1,1,0.19562795173583686,0.8043720482641632
928,3.126059876923826,2.0856720914304723,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
931,3.111507258237529,1.9547247574262951,0,1,1,0,36,2,1,0,0.8369888141728653,0.16301118582713472
933,3.0848915236665495,3.279029747687948,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
939,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
946,3.126059876923826,2.745936691242355,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
950,2.8873225911407534,2.0856720914304723,0,1,3,1,121,2,1,0,0.8239246827114691,0.1760753172885309
957,3.111507258237529,2.3513752571634776,1,2,1,0,206,1,1,1,0.22306081764116903,0.776939182358831
968,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
975,3.126059876923826,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
976,3.126059876923826,2.371019141701962,0,1,0,0,0,1,2,0,0.8369888141728653,0.16301118582713472
977,2.8873225911407534,1.977837849205252,0,1,3,1,207,2,0,0,0.7846264268336833,0.2153735731663166
980,3.126059876923826,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
983,3.126059876923826,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
985,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
994,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
999,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1000,3.126059876923826,2.1647587760866425,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1003,3.126059876923826,2.0514535051396674,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1008,3.126059876923826,1.8621402659898545,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1013,3.126059876923826,2.0476928433652555,0,1,2,1,0,2,2,0,0.8369888141728653,0.16301118582713472
1016,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1019,2.8873225911407534,2.0476928433652555,1,3,3,2,108,2,2,1,0.18029039984971268,0.8197096001502873
1024,1.9789694953768473,1.6279338039699316,1,2,5,4,70,2,1,0,0.8528667654216697,0.1471332345783304
1025,3.126059876923826,1.8621402659898545,0,1,2,1,0,2,0,0,0.8369888141728653,0.16301118582713472
1038,3.0699209433200196,3.255448805099041,0,1,1,0,3,0,1,0,0.8369888141728653,0.16301118582713472
1040,3.0848915236665495,3.279029747687948,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1043,3.126059876923826,2.0663309725297405,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1052,3.126059876923826,2.0455356796500372,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1055,3.126059876923826,1.9459101490553132,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1060,3.0848915236665495,3.32218303393412,1,2,0,0,0,0,0,1,0.18029039984971268,0.8197096001502873
1062,3.126059876923826,2.0215475632609334,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1065,3.126059876923826,1.9781283799793465,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1075,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1080,1.7125446419853634,4.242045918369452,1,3,5,8,65,2,1,0,0.8369888141728653,0.16301118582713472
1083,3.0848915236665495,3.258096538021482,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1091,3.126059876923826,2.0934060820302083,1,2,0,0,0,2,1,1,0.40925012719032405,0.590749872809676
1092,3.111507258237529,2.0476928433652555,1,3,1,0,184,2,2,1,0.22344668271349022,0.7765533172865098
1097,3.0848915236665495,3.2481122450531466,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
1103,3.126059876923826,1.9530276168241774,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1108,3.126059876923826,2.0642263758733557,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1111,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1117,2.1281421508492917,2.7243040552851014,1,2,5,2,33,2,0,1,0.22738986286973933,0.7726101371302607
1119,3.126059876923826,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1125,3.126059876923826,2.0642263758733557,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1135,3.126059876923826,2.0652792278673315,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1136,2.044302592188467,1.7685761337723978,0,4,5,3,193,2,1,1,0.18457532223427273,0.8154246777657272
1141,2.8873225911407534,1.977837849205252,1,2,3,1,207,2,0,1,0.23970311903378075,0.7602968809662192
1147,3.126059876923826,2.0215475632609334,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1148,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1157,3.126059876923826,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1158,3.0848915236665495,4.4717415496938635,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1159,3.126059876923826,2.0215475632609334,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1160,3.126059876923826,2.0856720914304723,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
1163,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1165,2.8873225911407534,2.0476928433652555,1,3,3,1,21,2,2,1,0.18029039984971268,0.8197096001502873
1166,3.126059876923826,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1174,3.126059876923826,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1178,3.126059876923826,1.9810014688665833,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1180,3.126059876923826,1.9781283799793465,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1181,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1182,3.0848915236665495,3.6788291182604347,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1184,3.126059876923826,1.9781283799793465,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1189,2.8873225911407534,3.0763532755216065,0,1,3,2,22,2,0,0,0.8369888141728653,0.16301118582713472
1193,3.126059876923826,2.711098882480229,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
1196,3.126059876923826,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1204,3.126059876923826,2.024853351395433,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1224,3.126059876923826,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1231,3.126059876923826,1.9781283799793465,0,4,0,0,0,2,0,1,0.19747925279880688,0.8025207472011932
1234,1.66534166480638,4.242045918369452,0,1,5,8,65,2,1,0,0.8369888141728653,0.16301118582713472
1236,2.044302592188467,1.575536360758419,0,4,5,2,63,2,1,1,0.1969569667876391,0.8030430332123609
1249,3.126059876923826,2.0642263758733557,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1250,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1257,1.66534166480638,4.242045918369452,1,2,5,8,65,2,1,0,0.8369888141728653,0.16301118582713472
1258,2.8873225911407534,1.9781214635608062,0,1,3,1,166,2,0,0,0.8211966210434722,0.1788033789565279
1272,3.126059876923826,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1274,3.111507258237529,1.9810014688665833,1,2,1,0,158,2,1,1,0.2052213076571225,0.7947786923428775
1276,3.126059876923826,2.5552874465497997,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1300,3.126059876923826,2.043917985610789,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1302,3.126059876923826,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1305,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1308,3.126059876923826,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1309,2.044302592188467,2.008585328105926,0,4,5,2,53,2,0,1,0.18457532223427273,0.8154246777657272
892,3.5409593240373143,2.0578603336462318,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
893,3.8501476017100584,1.9459101490553132,1,2,2,1,0,2,1,1,0.43169642013293413,0.5683035798670659
894,4.127134385045092,2.270836394679465,0,1,0,0,0,1,2,0,0.8369888141728653,0.16301118582713472
895,3.295836866004329,2.1590033645160216,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
896,3.091042453358316,1.8154353049133396,1,2,5,2,148,2,1,1,0.18029039984971268,0.8197096001502873
897,2.6390573296152584,2.221917189926591,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
898,3.4011973816621555,2.0319829905201345,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
899,3.258096538021482,2.268683541318364,0,1,5,2,37,1,1,0,0.8369888141728653,0.16301118582713472
900,2.8903717578961645,1.9781283799793465,1,2,0,0,0,2,0,1,0.2422867592151785,0.7577132407848215
901,3.044522437723423,3.184284380098582,0,1,3,2,163,2,1,0,0.833040209855431,0.16695979014456896
903,3.828641396489095,3.258096538021482,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
904,3.1354942159291497,3.7168192279894816,1,2,3,1,201,0,1,1,0.1814102181214873,0.8185897818785127
905,4.143134726391533,2.5649493574615367,0,1,3,1,202,1,1,0,0.7846264268336833,0.2153735731663166
906,3.8501476017100584,3.42059142876879,1,2,3,1,42,0,1,1,0.18029039984971268,0.8197096001502873
907,3.1780538303479458,2.6290358533741744,1,2,3,1,123,1,0,1,0.18029039984971268,0.8197096001502873
908,3.5553480614894135,2.513656063073986,0,1,0,0,0,1,2,0,0.8369888141728653,0.16301118582713472
909,3.044522437723423,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
910,3.295836866004329,2.0700223197633445,1,3,2,1,0,2,1,1,0.38732438215397225,0.6126756178460276
911,3.8066624897703196,1.9775472339984959,1,2,0,0,0,2,0,1,0.20393975852265359,0.7960602414773464
912,4.007333185232471,3.391147045808654,0,1,3,1,153,0,0,0,0.6398919377224387,0.36010806227756126
913,2.1972245773362196,1.1539839219808636,0,4,4,1,0,2,1,1,0.2280488172047505,0.7719511827952494
915,3.044522437723423,3.4239238349852865,0,1,5,1,64,0,0,0,0.7241790634198304,0.27582093658016954
916,3.871201010907891,3.6238646290854835,1,2,5,4,114,0,0,1,0.2239358622380631,0.776064137761937
917,3.912023005428146,1.9810014688665833,0,1,3,1,54,2,1,0,0.8369888141728653,0.16301118582713472
918,3.091042453358316,3.4336516643268755,1,3,5,1,27,0,0,1,0.18029039984971268,0.8197096001502873
919,3.1135153092103742,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
920,3.713572066704308,3.417726683613366,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
922,3.912023005428146,2.5649493574615367,0,1,3,1,141,1,1,0,0.8144130037698272,0.18558699623017283
923,3.1780538303479458,2.3513752571634776,0,1,3,2,203,1,1,0,0.7846264268336833,0.2153735731663166
924,3.4965075614664802,1.637782385443243,1,2,5,3,43,2,1,1,0.5104405598771031,0.4895594401228969
926,3.4011973816621555,3.3629761688419575,0,1,3,1,204,0,0,0,0.6758366445194276,0.32416335548057257
927,2.917770732084279,1.9781283799793465,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
929,3.044522437723423,2.1590033645160216,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
930,3.2188758248682006,2.2512917986064953,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
932,3.6635616461296463,1.9033530191054808,0,1,5,1,182,2,0,0,0.8023876845164464,0.19761231548355374
934,3.713572066704308,2.060513531794317,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
935,3.4011973816621555,2.5649493574615367,1,2,0,0,0,1,1,1,0.18029039984971268,0.8197096001502873
936,3.8066624897703196,3.2686978374512887,1,2,3,1,175,0,1,1,0.18029039984971268,0.8197096001502873
937,3.2188758248682006,2.0700223197633445,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
938,3.8066624897703196,3.391147045808654,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
940,4.0943445622221,3.6414169706862403,1,2,1,0,81,0,0,1,0.18029039984971268,0.8197096001502873
941,3.58351893845611,1.667706820558076,1,2,5,2,122,2,1,1,0.27842512020602095,0.721574879793979
942,3.1780538303479458,3.4011973816621555,0,1,3,1,205,0,1,0,0.7604404404377113,0.23955955956228872
943,3.295836866004329,2.7102677405431645,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
944,2.995732273553991,2.4423470353692043,1,3,5,3,192,1,1,1,0.18029039984971268,0.8197096001502873
945,3.332204510175204,3.7803945629497098,1,3,5,5,13,0,1,1,0.3149950482090715,0.6850049517909285
947,2.302585092994046,1.5798374426578097,0,4,5,5,9,2,2,0,0.8133069871436793,0.18669301285632067
948,3.5553480614894135,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
949,3.2188758248682006,2.0347056478384444,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
951,3.58351893845611,3.6238646290854835,1,3,1,0,114,0,0,1,0.18029039984971268,0.8197096001502873
952,2.833213344056216,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
953,3.4657359027997265,2.6026896854443837,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
954,2.8903717578961645,2.0476928433652555,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
955,3.091042453358316,2.044461822783809,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
956,2.5649493574615367,3.6238646290854835,0,4,5,4,114,0,0,1,0.20914373159388783,0.7908562684061122
958,2.8903717578961645,2.0642263758733557,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
959,3.8501476017100584,3.054001181677967,0,1,1,0,171,0,1,0,0.7615306588953594,0.23846934110464052
960,3.4339872044851463,3.351219011855914,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
961,4.0943445622221,3.7803945629497098,1,2,5,5,13,0,1,1,0.37557858322676124,0.6244214167732387
962,3.1780538303479458,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
963,3.044522437723423,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
964,3.367295829986474,2.0700223197633445,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
965,3.349904087274605,3.32218303393412,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
966,3.5553480614894135,3.744787086052232,1,3,1,0,128,0,0,1,0.18029039984971268,0.8197096001502873
967,3.481240089335692,3.744787086052232,0,1,1,0,128,0,0,0,0.7343451101929327,0.2656548898070673
969,4.007333185232471,3.246490991901174,1,2,2,2,0,0,1,1,0.17917321590645155,0.8208267840935484
970,3.4011973816621555,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
971,3.1780538303479458,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
972,1.791759469228055,2.7243040552851014,0,4,5,2,58,2,0,1,0.18457532223427273,0.8154246777657272
973,4.204692619390966,4.015387931220388,0,1,3,1,156,0,1,0,0.7385340038259949,0.26146599617400523
974,3.8918202981106265,3.258096538021482,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
978,3.295836866004329,2.0642263758733557,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
979,2.8903717578961645,2.0856720914304723,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
981,0.6931471805599453,2.03688192726104,0,4,5,2,189,1,1,1,0.18029039984971268,0.8197096001502873
982,3.091042453358316,1.9387416595767009,1,2,3,1,208,2,1,1,0.22306081764116903,0.776939182358831
984,3.295836866004329,3.258096538021482,1,2,4,3,179,0,1,1,0.18029039984971268,0.8197096001502873
986,3.2188758248682006,3.258096538021482,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
987,3.2188758248682006,2.0535851271346086,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
988,4.330733340286331,3.2689350247409377,1,2,3,1,105,0,1,1,0.19681781989744418,0.8031821801025558
989,3.367295829986474,2.0700223197633445,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
990,2.995732273553991,2.061048420562944,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
991,3.4965075614664802,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
992,3.7612001156935624,3.3221848376322423,1,2,3,1,209,0,0,1,0.22306081764116903,0.776939182358831
993,3.295836866004329,2.5649493574615367,0,1,3,1,55,1,1,0,0.8369888141728653,0.16301118582713472
995,3.258096538021482,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
996,2.772588722239781,1.448881761308324,1,2,5,2,194,2,0,1,0.18029039984971268,0.8197096001502873
997,3.332204510175204,3.1146258034944014,0,1,1,0,152,2,1,0,0.8369888141728653,0.16301118582713472
998,3.044522437723423,2.05678685111503,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1001,2.917770732084279,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1002,3.713572066704308,2.711098882480229,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
1004,3.58351893845611,3.455660314102122,1,3,0,0,0,0,0,1,0.18029039984971268,0.8197096001502873
1005,2.917770732084279,1.9855840562039775,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1006,4.143134726391533,4.015387931220388,1,2,3,1,156,0,1,1,0.18014576661424453,0.8198542333857555
1007,2.8903717578961645,1.977837849205252,0,1,3,1,35,2,0,0,0.8369888141728653,0.16301118582713472
1009,0.0,1.7167964307545998,1,3,5,2,7,2,1,1,0.20336503763689615,0.7966349623631038
1010,3.58351893845611,3.627558417982335,0,1,1,0,210,0,0,0,0.7205362993029719,0.2794637006970281
1011,3.367295829986474,2.5649493574615367,1,2,3,1,169,1,1,1,0.18029039984971268,0.8197096001502873
1012,2.4849066497880004,2.063693184711697,1,3,1,0,67,1,1,1,0.18029039984971268,0.8197096001502873
1014,3.5553480614894135,3.3629761688419575,1,2,3,1,204,0,0,1,0.1917034483002261,0.8082965516997739
1015,3.332204510175204,1.9810014688665833,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1017,2.833213344056216,2.0856720914304723,1,3,5,1,66,2,1,1,0.34681780467539364,0.6531821953246063
1018,3.091042453358316,2.0535851271346086,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1020,3.7376696182833684,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1021,3.1780538303479458,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1022,3.4657359027997265,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1023,3.970291913552122,3.349904087274605,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
1026,3.7612001156935624,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1027,3.1780538303479458,2.061048420562944,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1028,3.2771447329921766,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1029,3.258096538021482,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1030,3.1354942159291497,2.0856720914304723,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
1031,3.6888794541139363,1.7685761337723978,0,1,5,7,29,2,1,0,0.8369888141728653,0.16301118582713472
1032,2.302585092994046,1.7685761337723978,1,3,5,7,29,2,1,0,0.8369888141728653,0.16301118582713472
1033,3.4965075614664802,5.020915603503812,1,3,1,0,107,0,1,1,0.18014576661424453,0.8198542333857555
1034,4.110873864173311,3.6238646290854835,0,1,5,4,114,0,0,0,0.8194866413085407,0.18051335869145943
1035,3.332204510175204,2.5649493574615367,0,1,1,0,161,1,1,0,0.8369888141728653,0.16301118582713472
1036,3.7376696182833684,3.279029747687948,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1037,3.4339872044851463,2.1972245773362196,0,1,3,3,10,2,1,0,0.8369888141728653,0.16301118582713472
1039,3.091042453358316,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1041,3.4011973816621555,2.5649493574615367,0,1,5,2,115,1,1,0,0.8133782739171886,0.1866217260828115
1042,3.1354942159291497,3.3221337315923085,1,2,5,1,113,0,0,1,0.18029039984971268,0.8197096001502873
1044,4.102643365036796,2.586569774336967,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1045,3.58351893845611,1.8069189809858774,1,2,5,2,211,2,1,1,0.2150629620622439,0.784937037937756
